k2_taxon	mgx_LIBID	mgx_alt_paired_counts	mgx_alt_rel_abun	mgx_counts	mgx_RPK	mgx_CPM	mgx_CPM_prok
Paracoccus_yeei	MHS449	11295	0.14161029523771912	22590	28279.68390554468	1215.3018071288668	1247.9729236809023
Pseudomonas_aeruginosa	MHS449	12778	0.16020330699845728	25556	29740.498565699323	1278.0794075538206	1312.4381825033913
Pseudomonas_mendocina	MHS449	136666	1.7134406913641542	273332	287207.7281213583	12342.573282398938	12674.380285314499
Pseudomonas_putida	MHS449	59275	0.743156285986348	118550	125395.61057354511	5388.798285195042	5533.66605040223
Pseudomonas_sediminis	MHS449	9248	0.11594617178914798	18496	20233.87607238443	869.5382253253907	892.9141345352778
Rhizobium_oryzihabitans	MHS449	16171	0.20274281401409083	32342	35727.54563578563	1535.3690274782812	1576.64455274524
Rhizobium_pusense	MHS449	27924	0.3500952531401566	55848	59783.85039586781	2569.1737455726907	2638.2411775403407
Staphylococcus_capitis	MHS449	19700	0.2469874117913295	39400	47541.2330872217	2043.054889758054	2097.9786000939953
Staphylococcus_epidermidis	MHS449	19623	0.2460220295218913	39246	50378.1716805153	2164.9705593482417	2223.171744487014
Staphylococcus_hominis	MHS449	13703	0.1718004316637862	27406	33282.676062460436	1430.302279894376	1468.7532821202915
Corynebacterium_glucuronolyticum	MHS592	10274	0.24678553078705945	20548	25837.271252130206	2393.6369864596036	6209.997419958919
Corynebacterium_kefirresidentii	MHS592	81905	1.967390393139391	163810	218464.8491947039	20239.19392148074	52508.10492377257
Corynebacterium_tuberculostearicum	MHS592	40368	0.9696552761156332	80736	100342.07076716857	9295.969746280358	24117.25272753319
Corynebacterium_ureicelerivorans	MHS592	9466	0.22737705221241045	18932	22469.439501052853	2081.6316448395155	5400.537849675475
Cutibacterium_acnes	MHS592	973446	23.382556725962612	1946892	3026510.3142022286	280384.37021009537	727422.8404102594
Cutibacterium_modestum	MHS592	5434	0.13052682249336978	10868	13222.237888459404	1224.9450549455594	3177.969622726557
Malassezia_arunalokei	MHS592	6645	0.15961551996106776	13290	16091.681061039006	1490.778286381106	0
Malassezia_furfur	MHS592	7898	0.18971307398833903	15796	18065.9953580896	1673.6842782019978	0
Malassezia_globosa	MHS592	2323721	55.81669460638861	4647442	5652406.966909935	523654.7716857705	0
Malassezia_restricta	MHS592	347626	8.350113580434332	695252	883855.5406020166	81882.84637441376	0
Malassezia_sympodialis	MHS592	32911	0.7905351960028142	65822	63134.63703267978	5848.969144358269	0
Methylobacterium_brachiatum	MHS592	5248	0.12605902915811645	10496	11883.277169239254	1100.8999934657152	2856.149933230596
Methylobacterium_mesophilicum	MHS592	5433	0.13050280209909423	10866	11065.640787470003	1025.15187495198	2659.630735374787
Methylobacterium_radiotolerans	MHS592	57898	1.390732787766125	115796	117844.93411853326	10917.483902242964	28324.07221683614
Methylobacterium_sp._C1	MHS592	47246	1.1348675479429056	94492	95176.33754737776	8817.401790074267	22875.66689387236
Micrococcus_luteus	MHS592	10634	0.2554328727262595	21268	25393.07810693177	2352.485692613465	6103.235438063548
Moraxella_osloensis	MHS592	84338	2.025832012411818	168676	224435.38637422162	20792.321164774574	53943.12567804502
Paracoccus_contaminans	MHS592	4679	0.1123914248153252	9358	9902.840341189138	917.4267932694421	2380.1512307140188
Roseomonas_mucosa	MHS592	7974	0.19153862395328128	15948	16773.288036325335	1553.9242606735615	4031.465800445946
Roseomonas_sp._FDAARGOS_362	MHS592	10895	0.26170219563217956	21790	23675.175514950508	2193.3343974486497	5690.336933425027
Sphingomonas_melonis	MHS592	17638	0.42367171423225175	35276	44020.66365563604	4078.1972549032644	10580.382311225716
Sphingomonas_paucimobilis	MHS592	6167	0.1481337714973521	12334	15831.81488934599	1466.703558286792	3805.1823916196245
Sphingomonas_sp._FARSPH	MHS592	5738	0.1378290223531387	11476	13693.838138633866	1268.6354195597455	3291.3189121409314
Sphingomonas_sp._NBWT7	MHS592	7614	0.1828912820140812	15228	17216.89928560774	1595.0216460564845	4138.087923449022
Staphylococcus_capitis	MHS592	10833	0.2602129311870951	21666	26190.179985461506	2426.331437382967	6294.819160694704
Staphylococcus_epidermidis	MHS592	20959	0.5034434436213723	41918	53796.389472011564	4983.847803493423	12929.981520271938
Staphylococcus_hominis	MHS592	20141	0.4837947611039677	40282	46846.98627226216	4340.03567757593	11259.689966664473
Corynebacterium_kefirresidentii	MHS513	909	0.4924320400446385	1818	2067.138908042817	4148.605090794725	6941.13323260812
Corynebacterium_tuberculostearicum	MHS513	211	0.1143049069850591	422	476.1456360873599	955.5914225919054	1598.823516575621
Cutibacterium_acnes	MHS513	92549	50.13651581308169	185098	277282.0192644447	556485.8714770459	931070.201055524
Cutibacterium_modestum	MHS513	391	0.21181620204340337	782	936.8369314252855	1880.1670501356284	3145.7537434712012
Malassezia_arunalokei	MHS513	392	0.21235793146039417	784	950.7852659919106	1908.1603947367405	0
Malassezia_dermatis	MHS513	25	0.01354323542477003	50	49.333333333333336	99.00859444724868	0
Malassezia_furfur	MHS513	1643	0.8900614321158868	3286	5054.108683860665	10143.24723593267	0
Malassezia_globosa	MHS513	10343	5.603107359935859	20686	25521.519833748105	51219.928518182016	0
Malassezia_restricta	MHS513	70694	38.297019404747715	141388	168401.85576610072	337970.8994941202	0
Malassezia_sympodialis	MHS513	225	0.12188911882293033	450	485.6361514767458	974.63823183413	0
Methylobacterium_radiotolerans	MHS513	897	0.4859312870407488	1794	1981.587656003855	3976.9096336816174	6653.86533962404
Methylobacterium_sp._C1	MHS513	733	0.3970876626542575	1466	1569.855717826889	3150.592056223316	5271.333073462904
Moraxella_osloensis	MHS513	144	0.0780090360466754	288	328.6669225946092	659.6118252850325	1103.6127712580549
Staphylococcus_capitis	MHS513	3514	1.9036371713056763	7028	8505.262539079884	17069.474785117636	28559.358170061336
Staphylococcus_caprae	MHS513	9	0.00487556475291721	18	18	36.1247574334556	60.44122032671751
Staphylococcus_cohnii	MHS513	10	0.00541729416990801	20	20	40.13861937050622	67.15691147413057
Staphylococcus_epidermidis	MHS513	1783	0.965903550494599	3566	4342.855306431739	8715.810806302337	14582.637467949726
Staphylococcus_haemolyticus	MHS513	16	0.00866767067185282	32	35.5662100456621	71.37892837371528	119.42584097534316
Staphylococcus_hominis	MHS513	37	0.02004398842865965	74	84.93046877424771	170.44958795440965	285.1833986464282
Staphylococcus_lugdunensis	MHS513	4	0.0021669176679632	8	18.24034768546594	36.607118646630575	61.24827073850993
Staphylococcus_saprophyticus	MHS513	4	0.0021669176679632	8	8	16.055447748202486	26.862764589652226
Staphylococcus_warneri	MHS513	61	0.03304549443643889	122	134.8969786642583	270.72892404179817	452.9632227141638
Corynebacterium_kefirresidentii	MHS452	55612	0.586908330664145	111224	145295.26945499022	5711.262596460886	7162.046799829325
Cutibacterium_acnes	MHS452	2689343	28.382324151501543	5378686	8183915.222738629	321693.1224227732	403410.13200878573
Cutibacterium_modestum	MHS452	12927	0.13642674225878235	25854	35005.87406311265	1376.0099688242738	1725.5462565944777
Malassezia_globosa	MHS452	2031744	21.442269283192346	4063488	4950723.898459818	194602.92363776933	0
Malassezia_restricta	MHS452	82321	0.8687851666655234	164642	202571.16197317588	7962.661859802784	0
Methylobacterium_radiotolerans	MHS452	14203	0.14989317090597087	28406	28949.86776921176	1137.9606341141548	1427.027243142251
Methylobacterium_sp._C1	MHS452	10873	0.1147495914426967	21746	21911.288856786938	861.2883609867549	1080.0742297084953
Moraxella_osloensis	MHS452	12572	0.13268020450819304	25144	32268.004429009074	1268.389861893774	1590.5883152600159
Staphylococcus_epidermidis	MHS452	312881	3.3020295153299357	625762	885538.0939277756	34808.70789917702	43650.87243055151
Staphylococcus_haemolyticus	MHS452	92830	0.9796932377104328	185660	207712.12659330465	8164.742760680056	10238.76398132952
Staphylococcus_hominis	MHS452	4160109	43.90424060582043	8320218	10746240.336295068	422412.92999751784	529714.9487347987
Cutibacterium_acnes	MHS451	3011831	88.59689299265739	6023662	9133996.170993507	905564.9896945833	988688.3397209586
Cutibacterium_modestum	MHS451	12836	0.3775874936056341	25672	35171.77120175394	3487.0087560363168	3807.0872182909134
Malassezia_globosa	MHS451	148961	4.381879918587477	297922	354574.5353099683	35153.31946750839	0
Malassezia_restricta	MHS451	197898	5.821424883886551	395796	493442.98879463196	48921.05127892471	0
Staphylococcus_capitis	MHS451	25508	0.7503507157130347	51016	63369.719653801905	6282.616989426867	6859.309084457962
Staphylococcus_epidermidis	MHS451	2443	0.0718639955499037	4886	5961.270556098087	591.0138135203981	645.2639762925343
Corynebacterium_kefirresidentii	MHS454	30599	0.36116077561929294	61198	79659.30033197728	3341.397064775227	3341.397064775227
Corynebacterium_tuberculostearicum	MHS454	377923	4.460634785593322	755846	1005706.5438284223	42185.46835798094	42185.46835798094
Cutibacterium_acnes	MHS454	456450	5.387490964784021	912900	1367916.8217434324	57378.77729256612	57378.77729256612
Methylobacterium_radiotolerans	MHS454	11182	0.13198143053612646	22364	22548.392556497558	945.8171536743445	945.8171536743445
Moraxella_osloensis	MHS454	46413	0.5478138200208583	92826	119634.17418467425	5018.187164606702	5018.187164606702
Pseudomonas_alcaligenes	MHS454	18666	0.22031527297329068	37332	40145.19185116557	1683.9342758133082	1683.9342758133082
Staphylococcus_capitis	MHS454	104454	1.2328732199267174	208908	270597.9355851815	11350.528361791328	11350.528361791328
Staphylococcus_epidermidis	MHS454	7055778	83.27952727466726	14111556	20008960.194642924	839297.8671034819	839297.8671034819
Staphylococcus_haemolyticus	MHS454	155739	1.838191379920032	311478	396735.4065755978	16641.503471653752	16641.503471653752
Staphylococcus_hominis	MHS454	49067	0.5791390495542942	98134	128769.67142297812	5401.385655305435	5401.385655305435
Staphylococcus_saprophyticus	MHS454	15304	0.18063350142415305	30608	44032.171171102105	1846.9779033163265	1846.9779033163265
Staphylococcus_warneri	MHS454	150829	1.7802385249806312	301658	355412.20295414847	14908.1561950346	14908.1561950346
Actinomyces_oris	MHS453	5408	0.12945990944030372	10816	12492.474264494987	1035.7171274749594	1099.3625656780532
Actinomyces_sp._HMT_175	MHS453	6959	0.16658866675204764	13918	15452.651490119444	1281.1373851459482	1359.8640452667166
Actinomyces_sp._oral_taxon_169	MHS453	6330	0.1515312919299413	12660	14193.757915054328	1176.7659364034973	1249.0789084477735
Actinomyces_sp._oral_taxon_171	MHS453	8730	0.2089839144626205	17460	17460	1447.561200674911	1536.514704000054
Corynebacterium_kefirresidentii	MHS453	76850	1.839680850681831	153700	202307.13446570243	16772.735307690313	17803.429944482697
Corynebacterium_macginleyi	MHS453	5132	0.12285285784904562	10264	12016.754173785108	996.2764662096001	1057.498252140598
Corynebacterium_matruchotii	MHS453	7022	0.16809679809353048	14044	16920.948396938882	1402.8698956489725	1489.0770914961477
Corynebacterium_segmentosum	MHS453	26386	0.6316437075613637	52772	61622.33607617428	5108.940595579595	5422.888057037502
Corynebacterium_tuberculostearicum	MHS453	13100	0.3135955646575405	26200	31964.478788425142	2650.0881611638274	2812.9376669022377
Cutibacterium_acnes	MHS453	3227002	77.24988659091699	6454004	9817182.540199196	813915.9533296403	863931.5764529592
Cutibacterium_granulosum	MHS453	6867	0.16438631622162828	13734	17647.726679837975	1463.1251100715303	1553.0350249567643
Cutibacterium_modestum	MHS453	51628	1.2359016650488168	103256	125909.6076292382	10438.823756946564	11080.29573294398
Dermacoccus_nishinomiyaensis	MHS453	5648	0.13520517169357166	11296	12523.561647503502	1038.294498006096	1102.0983171729824
Dermacoccus_sp._PAMC28757	MHS453	20154	0.48245839771817334	40308	46774.551301701154	3877.9510677732387	4116.253484998207
Haemophilus_parainfluenzae	MHS453	13007	0.3113692755343992	26014	29102.802852107532	2412.834377984078	2561.104496556583
Malassezia_equina	MHS453	9868	0.23622603298019915	19736	20586.77825631613	1706.7938975224015	0
Malassezia_globosa	MHS453	29451	0.7050154942541392	58902	72525.19540251138	6012.867063919926	0
Malassezia_restricta	MHS453	183237	4.386435914591889	366474	450369.480084063	37338.910958638124	0
Malassezia_sympodialis	MHS453	84895	2.032266829129916	169790	154805.0392070137	12834.465545534445	0
Methylobacterium_radiotolerans	MHS453	29791	0.7131546157796022	59582	60484.78397155275	5014.629238741324	5322.781210799404
Methylobacterium_sp._C1	MHS453	24638	0.5897990474833956	49276	49177.530166282784	4077.1755219777183	4327.720401311553
Micrococcus_luteus	MHS453	6456	0.15454755461290695	12912	15264.44298193739	1265.533528669359	1343.3013224580318
Moraxella_osloensis	MHS453	23409	0.5603785170281195	46818	59196.792344034024	4907.845349463532	5209.435387528414
Mycobacterium_grossiae	MHS453	5070	0.12136866510028474	10140	11423.40519346211	947.0835130380312	1005.2823625146113
Mycobacterium_paragordonae	MHS453	5196	0.1243849277832504	10392	11680.533779345022	968.4013460568463	1027.910189148508
Nocardioides_rotundus	MHS453	5060	0.12112927917306524	10120	10398.10149647417	862.078366951646	915.053599256445
Rothia_dentocariosa	MHS453	8088	0.1936153379351288	16176	18378.95514707447	1523.7492771964178	1617.3845834843871
Rothia_mucilaginosa	MHS453	7609	0.18214875202131492	15218	17294.958645809507	1433.8780700430093	1521.9907367903306
Schaalia_odontolytica	MHS453	6513	0.1559120543980581	13026	15027.825488324015	1245.9162146283702	1322.4785127122934
Sphingomonas_melonis	MHS453	5272	0.12620426083011857	10544	13129.512626769185	1088.5322486988778	1155.423207754022
Staphylococcus_capitis	MHS453	23303	0.5578410261995929	46606	57425.499239277444	4760.992246744825	5053.558073636525
Staphylococcus_epidermidis	MHS453	100167	2.3978570171795313	200334	274697.7770995637	22774.446966836967	24173.95038199364
Staphylococcus_haemolyticus	MHS453	9842	0.2356036295694285	19684	22728.1234304685	1884.3270127203068	2000.1200369554983
Staphylococcus_hominis	MHS453	29665	0.7101383530966365	59330	74237.65417855275	6154.842372164641	6533.06112461726
Stenotrophomonas_maltophilia	MHS453	20777	0.49737214098394794	41554	45336.70661425156	3758.743268108372	3989.720294601033
Streptococcus_mitis	MHS453	7686	0.18399202366090503	15372	17248.051531220815	1429.9891285129863	1517.8628174725907
Streptococcus_oralis	MHS453	9374	0.2244003681755561	18748	20950.161295774476	1736.9209988341552	1843.6558351735573
Streptococcus_sp._oral_taxon_061	MHS453	5862	0.14032803053606888	11724	13034.709674303767	1080.6723932751454	1147.0803595039802
Veillonella_parvula	MHS453	4804	0.11500099943624612	9608	11141.933614633359	923.7474685589242	980.5123041166454
Xanthomonas_campestris	MHS453	51099	1.2232381494989053	102198	111550.9180830296	9248.383786750226	9816.702513131759
Cutibacterium_acnes	MHS517	286221	29.690205129535023	572442	884253.8020316063	360487.6374644025	716144.5533622395
Malassezia_arunalokei	MHS517	331065	34.34195171287052	662130	708082.6235258171	288667.15811451385	0
Malassezia_globosa	MHS517	149568	15.514950338424832	299136	354354.0398427388	144461.07028930794	0
Malassezia_restricta	MHS517	63546	6.591737766136771	127092	155759.2130621638	63499.043601609475	0
Moraxella_osloensis	MHS517	65	0.00674256373019371	130	140.42247097844114	57.2466464872746	113.72615817973413
Staphylococcus_capitis	MHS517	129971	13.482119239646275	259942	339778.54750863987	138519.01520927556	275181.80367286433
Staphylococcus_epidermidis	MHS517	3407	0.35341407121184615	6814	10093.99838940805	4115.064728709111	8174.9854528342885
Staphylococcus_hominis	MHS517	108	0.0112030289670911	216	292.0207332777594	119.04937698663035	236.50343049159957
Staphylococcus_warneri	MHS517	74	0.00767614947745131	148	183.27020008664726	74.71456870761902	148.4279233904487
Acinetobacter_junii	MHS521	18007	0.17335292101645444	36014	38358.17021548704	1433.9718408189678	1434.2662646347833
Comamonas_aquatica	MHS521	12468	0.12002911196940932	24936	26819.016632505907	1002.5951298881764	1002.800983221873
Corynebacterium_matruchotii	MHS521	12707	0.12232995875804333	25414	30764.795883216208	1150.1031132935443	1150.3392530401964
Cutibacterium_acnes	MHS521	28310	0.2725396342520034	56620	78594.27026520444	2938.1477212517157	2938.750983211885
Epilithonimonas_vandammei	MHS521	11993	0.11545629931417438	23986	26930.85207047384	1006.7759567615846	1006.9826685047467
Fusobacterium_pseudoperiodonticum	MHS521	22095	0.2127079907735081	44190	55415.667443140606	2071.644872715238	2072.070223877009
Haemophilus_parainfluenzae	MHS521	139216	1.3402288139182938	278432	318980.4981035196	11924.683828275449	11927.132210325342
Kocuria_palustris	MHS521	14645	0.14098703439140195	29290	30871.06601256944	1154.0758881197846	1154.3128435585515
Malassezia_arunalokei	MHS521	1226	0.01180267013751169	2452	2849.311663251872	106.51792480890013	0
Malassezia_globosa	MHS521	504	0.00485199490155456	1008	1215.3738768353544	45.43522033658481	0
Malassezia_restricta	MHS521	618	0.00594946993881095	1236	1426.427856754139	53.32520733012801	0
Moraxella_osloensis	MHS521	54501	0.5246797105746533	109002	145566.464274797	5441.818771985153	5442.9360889381205
Neisseria_elongata	MHS521	27188	0.26173816941163786	54376	62644.97466875353	2341.9034103858517	2342.384251165796
Neisseria_flavescens	MHS521	28087	0.2703928190475457	56174	70698.9261731508	2642.990234907119	2643.5328949845166
Neisseria_mucosa	MHS521	34336	0.33055177964241567	68672	85461.91662258879	3194.886023257998	3195.5419988547897
Neisseria_subflava	MHS521	96479	0.9288008256092912	192958	242556.94133404313	9067.6854947519	9069.547276474514
Paracoccus_sp._AK26	MHS521	42711	0.41117768698471624	85422	100412.3639688909	3753.789651397907	3754.560381367264
Prevotella_jejuni	MHS521	17527	0.16873197349116437	35054	39549.096076119255	1478.4931028879334	1478.7966678315522
Prevotella_melaninogenica	MHS521	212517	2.0458956359001412	425034	425341.2019646101	15900.844668317553	15904.109437700516
Prevotella_nigrescens	MHS521	13841	0.1332469472865411	27682	31225.34002477913	1167.319975483408	1167.5596502048188
Pseudomonas_mendocina	MHS521	34213	0.3293676618390601	68426	81485.25502078912	3046.22354208614	3046.848994227917
Pseudomonas_stutzeri	MHS521	159718	1.5376010350922458	319436	335080.6780971553	12526.568762131576	12529.140723497228
Rothia_mucilaginosa	MHS521	23060	0.22199802069414337	46120	52882.32771817651	1976.9391605183648	1977.3450666559236
Schaalia_odontolytica	MHS521	59575	0.5735269767065737	119150	139582.54707079605	5218.117570386516	5219.188956896845
Skermanella_sp._TT6	MHS521	98247	0.9458213156607764	196494	199277.65562728967	7449.743954641987	7451.273539798081
Staphylococcus_capitis	MHS521	6279574	60.453295698282936	12559148	16536754.584940502	618205.7246245928	618332.6549332793
Staphylococcus_caprae	MHS521	966057	9.300205632164875	1932114	2110446.7367622405	78896.39091396132	78912.58996041797
Staphylococcus_epidermidis	MHS521	1680438	16.17753295313204	3360876	4748045.467806265	177499.69462863903	177536.13895474852
Staphylococcus_haemolyticus	MHS521	98591	0.9491329947205674	197182	263621.173668405	9855.145267891648	9857.168731248872
Staphylococcus_hominis	MHS521	46135	0.444140445998452	92270	117451.4750113779	4390.7753389385725	4391.676855127998
Staphylococcus_lugdunensis	MHS521	15004	0.14444311806135848	30008	30189.804502682713	1128.6077853421145	1128.839511657277
Staphylococcus_saprophyticus	MHS521	25936	0.2496851979498396	51872	56587.82327267261	2115.4644408322297	2115.8987890496505
Staphylococcus_warneri	MHS521	32185	0.3098441585447096	64370	78717.41126047647	2942.75119213363	2943.355399280744
Streptococcus_salivarius	MHS521	26915	0.2591100055066291	53830	58515.1414195554	2187.5148002577025	2187.9639418909696
Veillonella_atypica	MHS521	25681	0.2472303195770293	51362	54135.03466585749	2023.7700306480233	2024.185552123268
Veillonella_nakazawae	MHS521	13913	0.1339400894153346	27826	37423.682010276185	1399.0371772434673	1399.3244282566786
Veillonella_parvula	MHS521	13262	0.12767292933415997	26524	33718.477380405966	1260.5227727800138	1260.781583946398
Corynebacterium_kefirresidentii	MHS493	7271	0.04076525654162948	14542	17411.929155126498	367.72886023134555	370.6871040584186
Cutibacterium_acnes	MHS493	6671120	37.4019967294726	13342240	20860912.21173393	440569.1869443714	444113.40448785387
Cutibacterium_modestum	MHS493	10973397	61.522946477533665	21946794	26019946.86098189	549524.7147644126	553945.4395730479
Malassezia_globosa	MHS493	305	0.00170999907099394	610	698.7917340551569	14.758036608914834	0
Malassezia_restricta	MHS493	154671	0.8671713649498518	309342	377174.0374489259	7965.675581623438	0
Staphylococcus_capitis	MHS493	13941	0.07816097393025122	27882	33518.66969974045	707.8929678235844	713.587707151292
Staphylococcus_epidermidis	MHS493	15562	0.0872491985010092	31124	40249.45386503526	850.0428449288631	856.8811278886949
Acinetobacter_junii	MHS492	52	9.448309570229104e-4	104	110.0927711907099	6.798404860414875	7.619537548624818
Alicyclobacillus_acidocaldarius	MHS492	4	7.267930438637772e-5	8	6.280409731113957	0.38782535474050217	0.4346681189819082
Cutibacterium_acnes	MHS492	4444715	80.75969859892471	8889430	13637021.017158668	842107.8783095848	943820.3123403117
Cutibacterium_avidum	MHS492	9392	0.17065100669921487	18784	27621.170727804365	1705.6515091346882	1911.6654547000958
Cutibacterium_modestum	MHS492	137586	2.4999136933260413	275172	329225.8911428217	20330.225811489498	22785.774328422747
Haematobacter_massiliensis	MHS492	9693	0.1761201243542898	19386	22834.025531890788	1410.0376298997467	1580.3464028088813
Malassezia_arunalokei	MHS492	155870	2.832130793676174	311740	334959.5537706438	20684.288657354657	0
Malassezia_dermatis	MHS492	22246	0.40420595134483966	44492	41795.31968003909	2580.927897283671	0
Malassezia_equina	MHS492	67114	1.2194497086468383	134228	131395.07416498012	8113.856170360006	0
Malassezia_globosa	MHS492	1676	0.03045262853789226	3352	3829.4778092024626	236.47638504652173	0
Malassezia_restricta	MHS492	486504	8.839693075297577	973008	1233185.625094778	76151.1864654157	0
Micrococcus_luteus	MHS492	24219	0.44005501823342047	48438	60980.57292760983	3765.6479975765174	4220.474788064793
Paracoccus_sp._AK26	MHS492	9279	0.1685978163502997	18558	24414.959950885528	1507.6628610738526	1689.7631159786947
Paracoccus_yeei	MHS492	7520	0.13663709224639012	15040	17629.574306318817	1088.6544352989886	1220.1455367180622
Pseudomonas_stutzeri	MHS492	6296	0.11439722510415852	12592	13788.935894024871	851.4888651453823	954.3343642254406
Skermanella_sp._TT6	MHS492	7289	0.1324398624180768	14578	15815.39942679217	976.6262323096057	1094.5862155671778
Staphylococcus_capitis	MHS492	111155	2.0196670197669535	222310	290307.63902949385	17926.961442135278	20092.236141517955
Staphylococcus_epidermidis	MHS492	2831	0.05143877767945883	5662	8510.173155223732	525.5168156429087	588.9903869274021
Staphylococcus_hominis	MHS492	189	0.00343409713225634	378	481.38484890061363	29.726285033073744	33.31671908942579
Actinomyces_naeslundii	MHS495	25433	0.3894867222593507	50866	53227.48274357518	3120.5402080236627	3160.643925932286
Actinomyces_oris	MHS495	26991	0.413346287127045	53982	61712.45798234196	3617.9844798900212	3664.4811180702354
Actinomyces_sp._HMT_175	MHS495	13590	0.2081203379666015	27180	31210.818307158857	1829.7805650891175	1853.296045975515
Actinomyces_sp._oral_taxon_169	MHS495	61348	0.9394971665618151	122696	142540.78869410764	8356.665381795792	8464.061322494324
Actinomyces_sp._oral_taxon_171	MHS495	10334	0.15825721652294775	20668	20668	1211.6921878522983	1227.264287057675
Actinomyces_sp._oral_taxon_414	MHS495	18729	0.28682014788642235	37458	45714.17753006341	2680.06153412381	2714.5044268851
Arachnia_rubra	MHS495	7085	0.10850129466470726	14170	17386.23745958436	1019.2939861584748	1032.3934739913027
Aspergillus_chevalieri	MHS495	7136	0.1092823202155753	14272	18934.441276866255	1110.0597337200957	1124.3257003333015
Corynebacterium_kefirresidentii	MHS495	16165	0.24755447117219376	32330	39882.9807530409	2338.198964908227	2368.2484004071857
Corynebacterium_matruchotii	MHS495	9651	0.14779759983191104	19302	23213.132781895165	1360.9043762047831	1378.3940804116369
Corynebacterium_segmentosum	MHS495	7513	0.11505578360140375	15026	17558.465071559614	1029.3910856341315	1042.620336649637
Cutibacterium_acnes	MHS495	2125656	32.55277741874424	4251312	6621370.923668749	388187.7018135175	393176.50793404033
Cutibacterium_modestum	MHS495	3617016	55.39180223330427	7234032	8610447.044881161	504800.24280038755	511287.6985573806
Fusobacterium_nucleatum	MHS495	7895	0.12090581811967029	15790	16997.222623965965	996.4874138110074	1009.2938022818934
Haematobacter_massiliensis	MHS495	24209	0.3707421090385178	48418	57534.90767154103	3373.0693900914225	3416.4184945056586
Haemophilus_parainfluenzae	MHS495	72015	1.1028540205051367	144030	162957.04270005837	9553.598586954427	9676.376951340924
Lautropia_mirabilis	MHS495	14245	0.21815115631598517	28490	31467.341317391176	1844.8196074494258	1868.5283630486065
Malassezia_arunalokei	MHS495	8919	0.13658758604298152	17838	21129.611561715927	1238.754851058873	0
Malassezia_globosa	MHS495	3729	0.05710675057229264	7458	8872.632438959545	520.1712508211807	0
Malassezia_restricta	MHS495	78298	1.1990733055267817	156596	186426.6351107656	10929.538289689648	0
Micrococcus_luteus	MHS495	34303	0.5253239112044394	68606	86815.97335055529	5089.71534205831	5155.12597441878
Moraxella_osloensis	MHS495	14803	0.2266964946960708	29606	36947.34692079264	2166.0930726627207	2193.9306840245386
Mycobacteroides_abscessus	MHS495	8815	0.13499490648827023	17630	22772.61833534155	1335.0785626996017	1352.2363656744476
Paracoccus_sp._AK26	MHS495	29669	0.45435778566086094	59338	79364.38262428541	4652.854771606701	4712.651076986944
Paracoccus_yeei	MHS495	10068	0.15418363227724383	20136	25016.54168918187	1466.6319010965265	1485.4803658226433
Prevotella_denticola	MHS495	11541	0.1767414878934914	23082	22454.46105894306	1316.4261199707253	1333.3442105074548
Prevotella_melaninogenica	MHS495	36243	0.5550335105904002	72486	73741.88819234374	4323.227687252785	4378.787780078553
Prevotella_nigrescens	MHS495	7776	0.11908342516764484	15552	16714.200743696907	979.8948358492653	992.4879842970797
Pseudomonas_stutzeri	MHS495	27402	0.4196404342134521	54804	59663.48942807515	3497.8606560870353	3542.813519272294
Rothia_aeria	MHS495	17585	0.26930067278459807	35170	38196.84694453722	2239.3468668127384	2268.1259015501546
Rothia_dentocariosa	MHS495	9117	0.13961980288752804	18234	20311.4656901278	1190.7898345537953	1206.0933065265685
Schaalia_odontolytica	MHS495	8980	0.13752175385872567	17960	20198.954113691834	1184.1936763280162	1199.412377571642
Skermanella_sp._TT6	MHS495	17830	0.27305265827406217	35660	38199.75955749143	2239.5176230718275	2268.2988522885294
Staphylococcus_capitis	MHS495	7052	0.10799592519061618	14104	16874.075992541464	989.2677596955926	1001.9813645608393
Staphylococcus_epidermidis	MHS495	17672	0.27063301048902	35344	45492.171306840704	2667.046089652475	2701.321714031134
Staphylococcus_hominis	MHS495	5889	0.09018547978552732	11778	14174.102136723526	830.9777834763144	841.6571198717179
Streptococcus_mitis	MHS495	22882	0.3504201304894611	45764	52698.926341162674	3089.5528041315324	3129.2582864714504
Streptococcus_oralis	MHS495	19750	0.3024559731302708	39500	45028.57581674313	2639.867115698789	2673.7934486625563
Streptococcus_sanguinis	MHS495	29810	0.45651709159561377	59620	70511.73339951833	4133.855066388636	4186.981431186409
Veillonella_parvula	MHS495	36732	0.5625221673428408	73464	82707.43061336334	4848.845923725004	4911.1610153900465
Corynebacterium_kefirresidentii	MHS525	26678	0.2755311446863843	53356	67956.54068811977	2345.748862209636	2450.5611949131003
Corynebacterium_tuberculostearicum	MHS525	60536	0.6252175341005681	121072	155001.3377090037	5350.393176141041	5589.458490721985
Corynebacterium_ureicelerivorans	MHS525	22708	0.2345288714873084	45416	51049.09430555259	1762.1314103326179	1840.8666520383433
Cutibacterium_acnes	MHS525	8790931	90.79298602927584	17581862	26780365.114910968	924414.4914051414	965719.0150009841
Cutibacterium_avidum	MHS525	14988	0.15479649136215334	29976	43870.72721554172	1514.3458953047782	1582.0096287776348
Cutibacterium_granulosum	MHS525	32028	0.3307860972342572	64056	84800.32994545792	2927.1689740283546	3057.9602165725864
Cutibacterium_modestum	MHS525	126341	1.304853450439406	252682	306307.546924046	10573.236548059283	11045.66801959529
