Checklist	ERC000011	ENA default sample checklist				
256318	metagenome	MHS535_merged	skin_metatranscriptomics	SMT024_Ac_metagenome	2022	Singapore
256318	metagenome	MHS536_merged	skin_metatranscriptomics	SMT024_Vf_metagenome	2022	Singapore
256318	metagenome	MHS537_merged	skin_metatranscriptomics	SMT024_Tw_metagenome	2022	Singapore
256318	metagenome	MHS538_merged	skin_metatranscriptomics	SMT014_Sc_metagenome	2022	Singapore
256318	metagenome	MHS539_merged	skin_metatranscriptomics	SMT014_Ch_metagenome	2022	Singapore
256318	metagenome	MHS540_merged	skin_metatranscriptomics	SMT014_Ac_metagenome	2022	Singapore
256318	metagenome	MHS541_merged	skin_metatranscriptomics	SMT014_Vf_metagenome	2022	Singapore
256318	metagenome	MHS542_merged	skin_metatranscriptomics	SMT014_Tw_metagenome	2022	Singapore
256318	metagenome	MHS543_merged	skin_metatranscriptomics	SMT016_Sc_metagenome	2022	Singapore
256318	metagenome	MHS544_merged	skin_metatranscriptomics	SMT016_Ch_metagenome	2022	Singapore
256318	metagenome	MHS545_merged	skin_metatranscriptomics	SMT016_Ac_metagenome	2022	Singapore
256318	metagenome	MHS546_merged	skin_metatranscriptomics	SMT016_Vf_metagenome	2022	Singapore
256318	metagenome	MHS547_merged	skin_metatranscriptomics	SMT016_Tw_metagenome	2022	Singapore
256318	metagenome	MHS548_merged	skin_metatranscriptomics	SMT020_Sc_metagenome	2022	Singapore
256318	metagenome	MHS549_merged	skin_metatranscriptomics	SMT020_Ch_metagenome	2022	Singapore
256318	metagenome	MHS551_merged	skin_metatranscriptomics	SMT020_Vf_metagenome	2022	Singapore
256318	metagenome	MHS552_merged	skin_metatranscriptomics	Neg003_metagenome	2022	Singapore
256318	metagenome	MHS553_merged	skin_metatranscriptomics	SMT020_Tw_metagenome	2022	Singapore
256318	metagenome	MHS554_merged	skin_metatranscriptomics	SMT025_Sc_metagenome	2022	Singapore
256318	metagenome	MHS555_merged	skin_metatranscriptomics	SMT025_Ch_metagenome	2022	Singapore
256318	metagenome	MHS556_merged	skin_metatranscriptomics	SMT025_Ac_metagenome	2022	Singapore
256318	metagenome	MHS557_merged	skin_metatranscriptomics	SMT025_Vf_metagenome	2022	Singapore
256318	metagenome	MHS558_merged	skin_metatranscriptomics	SMT025_Tw_metagenome	2022	Singapore
256318	metagenome	MHS559_merged	skin_metatranscriptomics	SMT022_Sc_metagenome	2022	Singapore
256318	metagenome	MHS560_merged	skin_metatranscriptomics	SMT022_Ch_metagenome	2022	Singapore
256318	metagenome	MHS561_merged	skin_metatranscriptomics	SMT022_Ac_metagenome	2022	Singapore
256318	metagenome	MHS562_merged	skin_metatranscriptomics	SMT022_Vf_metagenome	2022	Singapore
256318	metagenome	MHS563_merged	skin_metatranscriptomics	SMT022_Tw_metagenome	2022	Singapore
256318	metagenome	MHS564_merged	skin_metatranscriptomics	SMT018_Sc_metagenome	2022	Singapore
256318	metagenome	MHS565_merged	skin_metatranscriptomics	SMT018_Ac_metagenome	2022	Singapore
256318	metagenome	MHS566_merged	skin_metatranscriptomics	Neg004_metagenome	2022	Singapore
256318	metagenome	MHS567_merged	skin_metatranscriptomics	SMT018_Ch_metagenome	2022	Singapore
256318	metagenome	MHS568_merged	skin_metatranscriptomics	SMT018_Vf_metagenome	2022	Singapore
256318	metagenome	MHS569_merged	skin_metatranscriptomics	SMT018_Tw_metagenome	2022	Singapore
256318	metagenome	MHS570_merged	skin_metatranscriptomics	SMT026_Sc_metagenome	2022	Singapore
256318	metagenome	MHS571_merged	skin_metatranscriptomics	SMT026_Ac_metagenome	2022	Singapore
256318	metagenome	MHS572_merged	skin_metatranscriptomics	SMT026_Ch_metagenome	2022	Singapore
256318	metagenome	MHS573_merged	skin_metatranscriptomics	SMT026_Vf_metagenome	2022	Singapore
256318	metagenome	MHS574_merged	skin_metatranscriptomics	SMT026_Tw_metagenome	2022	Singapore
256318	metagenome	MHS575_merged	skin_metatranscriptomics	SMT027_Sc_metagenome	2022	Singapore
256318	metagenome	MHS576_merged	skin_metatranscriptomics	SMT027_Ac_metagenome	2022	Singapore
256318	metagenome	MHS577_merged	skin_metatranscriptomics	SMT027_Ch_metagenome	2022	Singapore
256318	metagenome	MHS578_merged	skin_metatranscriptomics	SMT027_Vf_metagenome	2022	Singapore
256318	metagenome	MHS579_merged	skin_metatranscriptomics	SMT027_Tw_metagenome	2022	Singapore
256318	metagenome	MHS580_merged	skin_metatranscriptomics	Neg005_metagenome	2022	Singapore
256318	metagenome	MHS581_merged	skin_metatranscriptomics	Neg006_metagenome	2022	Singapore
256318	metagenome	MHS582_merged	skin_metatranscriptomics	ZymoD6300_metagenome	2022	Singapore
1586248	mixed RNA library	MHS583_merged	skin_metatranscriptomics	SMT001_Tw_002_mixed_RNA_library	2022	Singapore
1586248	mixed RNA library	MHS584_merged	skin_metatranscriptomics	SMT001_Tw_003_mixed_RNA_library	2022	Singapore
1586248	mixed RNA library	MHS585_merged	skin_metatranscriptomics	SMT023_Ch_002_mixed_RNA_library	2022	Singapore
1586248	mixed RNA library	MHS586_merged	skin_metatranscriptomics	SMT023_Ch_003_mixed_RNA_library	2022	Singapore
1586248	mixed RNA library	MHS587_merged	skin_metatranscriptomics	SMT023_Ac_002_mixed_RNA_library	2022	Singapore
1586248	mixed RNA library	MHS588_merged	skin_metatranscriptomics	SMT023_Ac_003_mixed_RNA_library	2022	Singapore
1586248	mixed RNA library	MHS589_merged	skin_metatranscriptomics	3_Bac_(VV:LM:PS)_mixed_RNA_library	2022	Singapore
1586248	mixed RNA library	MHS590_merged	skin_metatranscriptomics	3_Bac_(VV:LM:PS)_mixed_RNA_library	2022	Singapore
1586248	mixed RNA library	MHS593_merged	skin_metatranscriptomics	SMT027_Ac_mixed_RNA_library	2022	Singapore
1586248	mixed RNA library	MHS594_merged	skin_metatranscriptomics	SMT026_Ch_mixed_RNA_library	2022	Singapore
1586248	mixed RNA library	MHS598_merged	skin_metatranscriptomics	SMT005_Sc_mixed_RNA_library	2022	Singapore
1586248	mixed RNA library	MHS602_merged	skin_metatranscriptomics	Neg007_mixed_RNA_library	2022	Singapore
256318	metagenome	MHS592_merged	skin_metatranscriptomics	SMT007_Ac_metagenome	2022	Singapore
256318	metagenome	MMM334_merged	skin_metatranscriptomics	MC4-uniform_EZ1_metagenome	2023	Singapore
256318	metagenome	MMM335_merged	skin_metatranscriptomics	MC5-log10_EZ1_metagenome	2023	Singapore
256318	metagenome	MMM336_merged	skin_metatranscriptomics	MC19-uniform_EZ1_metagenome	2023	Singapore
256318	metagenome	MMM339_merged	skin_metatranscriptomics	MC4-uniform_trizol_metagenome	2023	Singapore
256318	metagenome	MMM340_merged	skin_metatranscriptomics	MC5-log10_trizol_metagenome	2023	Singapore
256318	metagenome	MMM341_merged	skin_metatranscriptomics	MC19-uniform_trizol_metagenome	2023	Singapore
1282	Staphylococcus epidermidis	Sepi_ctrl1_merged	skin_metatranscriptomics	log_phase_liquid_RNA	2023	Singapore
1282	Staphylococcus epidermidis	Sepi_ctrl2_merged	skin_metatranscriptomics	log_phase_liquid_RNA	2023	Singapore
1282	Staphylococcus epidermidis	Sepi_ctrl3_merged	skin_metatranscriptomics	log_phase_liquid_RNA	2023	Singapore
1282	Staphylococcus epidermidis	Sepi_OS1_merged	skin_metatranscriptomics	osmotic_stress_liquid_RNA	2023	Singapore
1282	Staphylococcus epidermidis	Sepi_OS2_merged	skin_metatranscriptomics	osmotic_stress_liquid_RNA	2023	Singapore
1282	Staphylococcus epidermidis	Sepi_OS3_merged	skin_metatranscriptomics	osmotic_stress_liquid_RNA	2023	Singapore
1282	Staphylococcus epidermidis	Sepi_SP1_merged	skin_metatranscriptomics	stationary_phase_liquid_RNA	2023	Singapore
1282	Staphylococcus epidermidis	Sepi_SP2_merged	skin_metatranscriptomics	stationary_phase_liquid_RNA	2023	Singapore
1282	Staphylococcus epidermidis	Sepi_SP3_merged	skin_metatranscriptomics	stationary_phase_liquid_RNA	2023	Singapore
1586248	mixed RNA library	TCH016C	skin_metatranscriptomics	SRIS_healthy_1_biopsy	2023	Singapore
1586248	mixed RNA library	TCH017C	skin_metatranscriptomics	SRIS_healthy_2_biopsy	2023	Singapore
1586248	mixed RNA library	NU190214	skin_metatranscriptomics	SRIS_healthy_3_biopsy	2023	Singapore
1586248	mixed RNA library	NU190827	skin_metatranscriptomics	SRIS_healthy_4_biopsy	2023	Singapore
1586248	mixed RNA library	MBM166	skin_metatranscriptomics	MC5-log10_trizol_RNA_rep1	2025	Singapore
1586248	mixed RNA library	MBM167	skin_metatranscriptomics	MC5-log10_trizol_RNA_rep2	2025	Singapore
1586248	mixed RNA library	MBM168	skin_metatranscriptomics	MC5-log10_trizol_RNA_rep2	2025	Singapore
1586248	mixed RNA library	MBM169	skin_metatranscriptomics	MC19-uniform_trizol_RNA_rep1	2025	Singapore
1586248	mixed RNA library	MBM170	skin_metatranscriptomics	MC19-uniform_trizol_RNA_rep2	2025	Singapore
1586248	mixed RNA library	MBM171	skin_metatranscriptomics	MC19-uniform_trizol_RNA_rep3	2025	Singapore
