feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	source
COG0285	Tw_RNA	Tw_RNA	1.07820278733228	0.42721017367028	72	66	0.0148563503555943	0.060100839848863226	bacteria
COG1199	Tw_RNA	Tw_RNA	1.18314358017064	0.473392721678455	72	58	0.0148639952630504	0.060100839848863226	bacteria
COG0113	Tw_RNA	Tw_RNA	0.988859052803334	0.395974824693554	72	68	0.0149411494780609	0.06028204031841021	bacteria
COG0592	Tw_RNA	Tw_RNA	1.19948371707695	0.473707524516402	72	65	0.0150473062695871	0.060579220057257785	bacteria
COG0318	Tw_RNA	Tw_RNA	-0.823589490502943	0.330877412455908	72	71	0.0152588069618718	0.06123549777458816	bacteria
COG0483	Tw_RNA	Tw_RNA	0.857826989580812	0.344693050602569	72	67	0.0152760227817508	0.06123549777458816	bacteria
COG0801	Tw_RNA	Tw_RNA	0.766035175305237	0.308263857280167	72	60	0.0154208667410957	0.061646383792666515	bacteria
COG1234	Tw_RNA	Tw_RNA	1.07238800108335	0.431648971557601	72	43	0.015444668042476	0.061646383792666515	bacteria
COG0223	Tw_RNA	Tw_RNA	0.95305736672208	0.380385362934937	72	63	0.0154836685114582	0.06166999595161984	bacteria
3NXXS	Tw_RNA	Tw_RNA	-2.24239025599816	0.892731569017439	72	19	0.0155745929233002	0.06189987464612275	fungi
33AI2	Tw_RNA	Tw_RNA	-1.44840441982594	0.584135831475644	72	22	0.0156374072440257	0.06195198528079645	bacteria
COG0137	Tw_RNA	Tw_RNA	1.04826094418259	0.422830766881702	72	59	0.015654176538227	0.06195198528079645	bacteria
COG2035	Tw_RNA	Tw_RNA	0.898386095842654	0.358130409878848	72	28	0.0157119535087555	0.0620489011447463	bacteria
COG0677	Tw_RNA	Tw_RNA	1.29811416255086	0.52410253938031	72	51	0.0157475135473391	0.06205785465589869	bacteria
COG0292	Tw_RNA	Tw_RNA	-0.478873726245805	0.191565595904587	72	55	0.0159061197385484	0.06255064808576839	bacteria
COG1134	Tw_RNA	Tw_RNA	1.15657289529678	0.462596724956565	72	54	0.0160230159085304	0.062745591709035	bacteria
31YXA	Tw_RNA	Tw_RNA	-0.860246409469893	0.343933284330009	72	1	0.0160218534012342	0.062745591709035	bacteria
COG2303	Tw_RNA	Tw_RNA	0.886814670608329	0.359695832753691	72	63	0.0162129052392637	0.06335342695841013	bacteria
COG1080	Tw_RNA	Tw_RNA	0.498305703421228	0.202180762603265	72	72	0.0162462114195923	0.06335342695841013	bacteria
COG4721	Tw_RNA	Tw_RNA	1.10565617497211	0.448757729565314	72	54	0.0162810879608298	0.06335688509183038	bacteria
COG0094	Tw_RNA	Tw_RNA	-0.438086310558434	0.176071084295233	72	71	0.016480678204737	0.06386691096388726	bacteria
30590	Tw_RNA	Tw_RNA	-0.921826944087368	0.370174486214411	72	11	0.0164740371291096	0.06386691096388726	bacteria
3NWH8	Tw_RNA	Tw_RNA	-2.5237518378784	1.01676705249388	72	21	0.0166197949240451	0.06424919048089825	fungi
COG4896	Tw_RNA	Tw_RNA	-0.986179875228781	0.401689745466283	72	4	0.0166482612673143	0.06424919048089825	bacteria
3NV4W	Tw_RNA	Tw_RNA	-2.20449425714213	0.887279472602416	72	14	0.0167176305999194	0.0643012475208745	fungi
COG0471	Tw_RNA	Tw_RNA	1.16823323469088	0.470743191953677	72	60	0.0167307430513005	0.0643012475208745	bacteria
COG1114	Tw_RNA	Tw_RNA	1.23443651790987	0.503780704403957	72	59	0.016850283542128	0.06462742494347035	bacteria
COG0770	Tw_RNA	Tw_RNA	1.1087189292895	0.452903035918853	72	63	0.0169500049947291	0.06487640515436353	bacteria
COG0018	Tw_RNA	Tw_RNA	0.940242094825653	0.380498662547891	72	67	0.0170278291378781	0.0649790313468635	bacteria
COG0155	Tw_RNA	Tw_RNA	1.02259830425249	0.418189285922789	72	56	0.0170680104271489	0.0649790313468635	bacteria
COG3010	Tw_RNA	Tw_RNA	1.24290311036053	0.500790987046705	72	21	0.0170813977253021	0.0649790313468635	bacteria
COG0782	Tw_RNA	Tw_RNA	-0.541217222156656	0.219139729234716	72	70	0.0171736455687768	0.06519689478655796	bacteria
COG1716	Tw_RNA	Tw_RNA	-0.897104897096343	0.364045294597672	72	62	0.017245923239706	0.0652397174247515	bacteria
COG0022	Tw_RNA	Tw_RNA	-0.541815533989319	0.219530026073719	72	72	0.0172557290863515	0.0652397174247515	bacteria
COG0632	Tw_RNA	Tw_RNA	0.990587481196206	0.402473087127326	72	57	0.0172899251114953	0.0652397174247515	bacteria
COG2094	Tw_RNA	Tw_RNA	0.999835013044926	0.409976772629024	72	40	0.0173540163358003	0.0653492655554177	bacteria
COG0322	Tw_RNA	Tw_RNA	1.05236494213192	0.42608498802098	72	65	0.0175165745808746	0.06582841737651261	bacteria
COG2986	Tw_RNA	Tw_RNA	1.42717555780967	0.580064136081135	72	44	0.0176225701339976	0.06609350247438939	bacteria
COG0599	Tw_RNA	Tw_RNA	-1.49510934786215	0.616895287141933	72	24	0.0180334416513647	0.06749866513683493	bacteria
COG0514	Tw_RNA	Tw_RNA	1.18316648218374	0.483613786485118	72	62	0.0182502191749754	0.06817316341113056	bacteria
COG0210	Tw_RNA	Tw_RNA	1.01475088617459	0.419782609599378	72	66	0.0183217825342829	0.06830360528780666	bacteria
COG1914	Tw_RNA	Tw_RNA	0.685845764406167	0.281351248111279	72	71	0.0183775269216458	0.06837467102185184	bacteria
COG0519	Tw_RNA	Tw_RNA	0.895113438080863	0.366651107383414	72	68	0.0184613548671134	0.06845061347052254	bacteria
COG4496	Tw_RNA	Tw_RNA	-0.762182982004762	0.315766432359463	72	29	0.0184875330487706	0.06845061347052254	bacteria
3P0K6	Tw_RNA	Tw_RNA	-1.72506801056803	0.708597634733177	72	24	0.0185540045742419	0.06845061347052254	fungi
COG0063	Tw_RNA	Tw_RNA	1.04138385458246	0.431770364551773	72	62	0.0185745679149908	0.06845061347052254	bacteria
3NX6Q	Tw_RNA	Tw_RNA	-2.03905808625065	0.835062771309143	72	16	0.0185815506524058	0.06845061347052254	fungi
COG1575	Tw_RNA	Tw_RNA	1.15266963384011	0.479533053684074	72	63	0.0189601485120293	0.06970752825724381	bacteria
COG0069	Tw_RNA	Tw_RNA	1.27907791705265	0.53259712670526	72	57	0.0190627992018275	0.06994696400040643	bacteria
COG0334	Tw_RNA	Tw_RNA	1.07542923747079	0.443361304195355	72	68	0.0191393044321118	0.06995228129697333	bacteria
COG2843	Tw_RNA	Tw_RNA	0.99991447171988	0.416541113100411	72	57	0.0191140476386754	0.06995228129697333	bacteria
COG1176	Tw_RNA	Tw_RNA	0.840665301380563	0.350441091314087	72	23	0.0191929938711849	0.070011234003696	bacteria
COG0640	Tw_RNA	Tw_RNA	-0.571819999271113	0.23611931379861	72	70	0.0193121726590089	0.07030837858670427	bacteria
COG0209	Tw_RNA	Tw_RNA	0.761852807798894	0.315468855711192	72	69	0.0195833959253151	0.07113666377968896	bacteria
COG0664	Tw_RNA	Tw_RNA	-0.998895792627806	0.414411622739438	72	54	0.0196160113641417	0.07113666377968896	bacteria
COG0344	Tw_RNA	Tw_RNA	1.05173077660484	0.440205413463079	72	25	0.0196655858380104	0.07117796505252696	bacteria
COG0692	Tw_RNA	Tw_RNA	0.857432170482866	0.359070108322485	72	56	0.0197276444413233	0.07121511304431737	bacteria
3NWAG	Tw_RNA	Tw_RNA	-1.91981997083302	0.79441017832645	72	18	0.0197522604312833	0.07121511304431737	fungi
COG1702	Tw_RNA	Tw_RNA	0.924966033106517	0.38763867746927	72	65	0.0198152240373089	0.07130420387170615	bacteria
COG0828	Tw_RNA	Tw_RNA	-0.613536772072599	0.255378818438051	72	35	0.0201455407736346	0.0723531560733235	bacteria
COG0536	Tw_RNA	Tw_RNA	0.721975411987239	0.30086209868843	72	70	0.0202249377813862	0.07249862312404592	bacteria
COG2049	Tw_RNA	Tw_RNA	1.05167995899247	0.435651441998935	72	58	0.0204066334718124	0.07294173050974068	bacteria
COG0786	Tw_RNA	Tw_RNA	1.10917822022483	0.467220504039634	72	39	0.0204268150891012	0.07294173050974068	bacteria
2ZR52	Tw_RNA	Tw_RNA	-1.10152775238633	0.460348470130744	72	9	0.0205441281345077	0.07322037254822629	bacteria
COG1522	Tw_RNA	Tw_RNA	-1.29688125906767	0.542321720577936	72	44	0.0207851565345124	0.0739380377487235	bacteria
3NU07	Tw_RNA	Tw_RNA	-1.70100228654778	0.710789114388595	72	21	0.0209985963857418	0.07455501650099565	fungi
3NWQ7	Tw_RNA	Tw_RNA	-2.04069686668969	0.855256194055405	72	21	0.0210865676875699	0.07472502313617926	fungi
COG0162	Tw_RNA	Tw_RNA	0.995262363203423	0.421692808933324	72	66	0.0211428548909652	0.07478231786861315	bacteria
COG1562	Tw_RNA	Tw_RNA	1.04481920776481	0.43466897805844	72	32	0.0212564618945271	0.0749933913725635	bacteria
COG1734	Tw_RNA	Tw_RNA	-1.33735491877541	0.561511924808646	72	26	0.021282995727514	0.0749933913725635	bacteria
COG1092	Tw_RNA	Tw_RNA	1.17652559277144	0.499551147273879	72	35	0.0214068063227958	0.07522627034041558	bacteria
COG0628	Tw_RNA	Tw_RNA	0.935019682404899	0.397080987821882	72	66	0.0214298012611377	0.07522627034041558	bacteria
305CW	Tw_RNA	Tw_RNA	-1.05373234769419	0.441942320161409	72	6	0.0214894896569253	0.07528002358626046	bacteria
3NWB5	Tw_RNA	Tw_RNA	-2.13147591878271	0.894963343123243	72	18	0.0215258865726807	0.07528002358626046	fungi
COG0332	Tw_RNA	Tw_RNA	0.940659596606555	0.396428362312239	72	65	0.0216650412255572	0.07562478809819967	bacteria
COG1122	Tw_RNA	Tw_RNA	1.06456171447118	0.447592871104425	72	66	0.0218082483675605	0.07598238309744444	bacteria
COG0794	Tw_RNA	Tw_RNA	-0.662513325813396	0.279495736722623	72	54	0.0219808494661034	0.07644086456122526	bacteria
COG2898	Tw_RNA	Tw_RNA	1.13416519941483	0.483976708707893	72	64	0.0220386501446934	0.07649915059536033	bacteria
COG2761	Tw_RNA	Tw_RNA	1.0704642109417	0.451378954233392	72	49	0.0221375909387238	0.07669975745312484	bacteria
COG0206	Tw_RNA	Tw_RNA	0.380765196039123	0.162750174536753	72	72	0.0222500964443638	0.07687050244688523	bacteria
COG1009	Tw_RNA	Tw_RNA	1.02855778733166	0.433279125191035	72	65	0.0222693515672307	0.07687050244688523	bacteria
COG0431	Tw_RNA	Tw_RNA	-0.674333624092493	0.28654079238097	72	69	0.0225625453122735	0.07763519630069485	bacteria
COG1169	Tw_RNA	Tw_RNA	1.0469132632379201	0.441465857637134	72	66	0.0225741826153308	0.07763519630069485	bacteria
3NUUE	Tw_RNA	Tw_RNA	-2.17495776206496	0.92128967356937	72	17	0.0226677571112098	0.07781344245910693	fungi
3NW87	Tw_RNA	Tw_RNA	-1.86285886265945	0.790196109000786	72	15	0.0227292578665485	0.07788113357214412	fungi
COG0360	Tw_RNA	Tw_RNA	-0.444551312703127	0.189219847260886	72	54	0.0229458143987651	0.07837656863827307	bacteria
COG0673	Tw_RNA	Tw_RNA	-1.0978331817742	0.464719651945549	72	55	0.0229579433886787	0.07837656863827307	bacteria
COG3853	Tw_RNA	Tw_RNA	1.14087382848484	0.486689158450672	72	41	0.0233361246816653	0.07952200439967846	bacteria
COG1879	Tw_RNA	Tw_RNA	-1.28887236572172	0.55572530489163	72	35	0.0233922377452487	0.07956775758602842	bacteria
COG0197	Tw_RNA	Tw_RNA	-0.38999992714354	0.167096693974838	72	70	0.0237742737056532	0.08050352560039542	bacteria
COG0125	Tw_RNA	Tw_RNA	0.93245274542094	0.403173721264751	72	55	0.0237674942102092	0.08050352560039542	bacteria
COG0244	Tw_RNA	Tw_RNA	-0.439194905668211	0.18757420770218	72	71	0.0237969112692156	0.08050352560039542	bacteria
3P5VP	Tw_RNA	Tw_RNA	-1.91483610669322	0.820408869603348	72	21	0.024027885142982	0.08102574339983407	fungi
COG1274	Tw_RNA	Tw_RNA	-1.49978729235076	0.643100702991526	72	47	0.0240676019461704	0.08102574339983407	bacteria
COG0843	Tw_RNA	Tw_RNA	0.405445046097867	0.17434908718416	72	72	0.0240816855383627	0.08102574339983407	bacteria
COG2334	Tw_RNA	Tw_RNA	-1.40505476735176	0.609953196935028	72	44	0.0243115900686858	0.08165189889735194	bacteria
COG1357	Tw_RNA	Tw_RNA	0.93541372369668	0.401275747296566	72	15	0.0243771184324802	0.08172472798227175	bacteria
COG1760	Tw_RNA	Tw_RNA	0.942020483972949	0.409326659409394	72	68	0.0244400970599182	0.08178876287197041	bacteria
COG0183	Tw_RNA	Tw_RNA	-0.579439820830678	0.249882929675193	72	70	0.0245722691645327	0.08202520764088701	bacteria
COG1526	Tw_RNA	Tw_RNA	0.84084372841879	0.359361708649788	72	25	0.0245987613043218	0.08202520764088701	bacteria
3P2I4	Tw_RNA	Tw_RNA	-1.74664327416857	0.753890339528549	72	18	0.0247851281835986	0.08249906952540678	fungi
COG0085	Tw_RNA	Tw_RNA	0.459061621157044	0.198431886476999	72	72	0.0249233717888314	0.08251716698824463	bacteria
COG0212	Tw_RNA	Tw_RNA	0.883850495691047	0.385382322813753	72	47	0.0249196006685431	0.08251716698824463	bacteria
COG0694	Tw_RNA	Tw_RNA	1.03067837803104	0.443528727414882	72	37	0.024911995859429	0.08251716698824463	bacteria
COG1978	Tw_RNA	Tw_RNA	-1.43667908417947	0.621657713666634	72	11	0.0253466024970799	0.08364737711519063	bacteria
COG4608	Tw_RNA	Tw_RNA	0.897180374848598	0.389274016064954	72	53	0.0253816480540957	0.08364737711519063	bacteria
3NW4N	Tw_RNA	Tw_RNA	-1.99405796004903	0.863017261037952	72	19	0.0253993645102993	0.08364737711519063	fungi
COG1764	Tw_RNA	Tw_RNA	-0.439397595848547	0.189999145326638	72	71	0.0255014213255238	0.08383536040701298	bacteria
COG0296	Tw_RNA	Tw_RNA	-1.41503013107615	0.61508747474292	72	50	0.0256623205656636	0.08421578439154394	bacteria
COG0693	Tw_RNA	Tw_RNA	-0.430207968986018	0.186672838878424	72	72	0.0258561205179922	0.08470265139813261	bacteria
305E1	Tw_RNA	Tw_RNA	-1.10695862126019	0.482096427768531	72	2	0.0261094490330726	0.08538247894324093	bacteria
COG0026	Tw_RNA	Tw_RNA	0.934451770907807	0.407851665236204	72	61	0.0262530474963966	0.08570171722116157	bacteria
COG0174	Tw_RNA	Tw_RNA	0.396637404803297	0.17465563693446	72	72	0.0263197480330907	0.08576924883510675	bacteria
COG1587	Tw_RNA	Tw_RNA	0.762905123475997	0.3373173861579	72	69	0.0269183096985069	0.08756671776268213	bacteria
COG0307	Tw_RNA	Tw_RNA	0.924436368851189	0.409054252836632	72	62	0.027032299277296	0.0877108741804745	bacteria
COG0669	Tw_RNA	Tw_RNA	0.954640623289001	0.422489218906875	72	49	0.0270567342563159	0.0877108741804745	bacteria
COG1597	Tw_RNA	Tw_RNA	0.792876775085334	0.351105000334381	72	67	0.0271438074938784	0.08784037702880093	bacteria
COG0743	Tw_RNA	Tw_RNA	-1.24951639172255	0.549016920021146	72	46	0.02727953978749	0.08797425846788098	bacteria
3NW98	Tw_RNA	Tw_RNA	-1.86889852115723	0.819914554302314	72	24	0.0272795715635382	0.08797425846788098	fungi
COG0190	Tw_RNA	Tw_RNA	0.746464167313935	0.328515144810192	72	67	0.0273754877765326	0.08804947734705591	bacteria
3NV96	Tw_RNA	Tw_RNA	-1.77448653595626	0.779312664263079	72	15	0.0273973695607792	0.08804947734705591	fungi
COG2120	Tw_RNA	Tw_RNA	0.88750643524386	0.394741479648619	72	62	0.0278006602093532	0.08919179110195244	bacteria
COG0310	Tw_RNA	Tw_RNA	-1.76671940096575	0.776908355133063	72	28	0.0280354825233741	0.08979061756627033	bacteria
COG0328	Tw_RNA	Tw_RNA	0.83401857493662	0.3684077155972	72	43	0.0281754772421663	0.09008420167992794	bacteria
COG2262	Tw_RNA	Tw_RNA	1.15660917389669	0.516322835129852	72	59	0.0283570771563131	0.09050957503316373	bacteria
334YY	Tw_RNA	Tw_RNA	-1.12966097899502	0.500574020272885	72	22	0.0285032351448193	0.09082056463238149	bacteria
COG0747	Tw_RNA	Tw_RNA	1.07708004395318	0.477762091208401	72	62	0.0287299086758744	0.09123133009678557	bacteria
3NWIQ	Tw_RNA	Tw_RNA	-1.94521359913696	0.862424168258246	72	26	0.0287300379650285	0.09123133009678557	fungi
COG0185	Tw_RNA	Tw_RNA	-0.448037385844077	0.199121125868811	72	41	0.0289717814111642	0.09184251794287426	bacteria
336Y8	Tw_RNA	Tw_RNA	-0.834382336237296	0.371213286807593	72	8	0.0292278278227462	0.0924968948414243	bacteria
COG1925	Tw_RNA	Tw_RNA	-0.557153475905372	0.247396226987257	72	50	0.0295055782074791	0.09321762335379838	bacteria
COG4550	Tw_RNA	Tw_RNA	-0.987667404886987	0.441290327789385	72	3	0.0296620697586785	0.09355346536408922	bacteria
COG0725	Tw_RNA	Tw_RNA	0.975262660501695	0.435506803745628	72	44	0.029958251889306	0.09432800932713915	bacteria
COG2249	Tw_RNA	Tw_RNA	1.1105101709585	0.496929106813087	72	16	0.030193181288727	0.09490740290419414	bacteria
COG2337	Tw_RNA	Tw_RNA	0.977405732065656	0.436648785273367	72	31	0.0302590749072218	0.09495440341256134	bacteria
COG2188	Tw_RNA	Tw_RNA	0.920639742951085	0.41164340623965	72	58	0.0305204847841167	0.095169153356698	bacteria
3NVGU	Tw_RNA	Tw_RNA	-1.93900149849074	0.868374877647492	72	16	0.0305602636076173	0.095169153356698	fungi
30PVJ	Tw_RNA	Tw_RNA	-0.785829628587647	0.352620279316838	72	4	0.030638766687241	0.095169153356698	bacteria
COG1329	Tw_RNA	Tw_RNA	-1.18515187342542	0.532290129391911	72	38	0.0306633460372553	0.095169153356698	bacteria
COG0187	Tw_RNA	Tw_RNA	0.684663414067424	0.308165978096443	72	70	0.0307672947527665	0.095169153356698	bacteria
COG1233	Tw_RNA	Tw_RNA	1.17674019363778	0.533544018760863	72	54	0.0308017244515987	0.095169153356698	bacteria
COG1196	Tw_RNA	Tw_RNA	-0.662135676657368	0.300341310179571	72	70	0.0308681931255596	0.095169153356698	bacteria
COG3595	Tw_RNA	Tw_RNA	0.855731402298003	0.388249380023815	72	23	0.0309074390199983	0.095169153356698	bacteria
COG1328	Tw_RNA	Tw_RNA	1.16832460686076	0.524430713262699	72	52	0.0309484811997309	0.095169153356698	bacteria
33BFB	Tw_RNA	Tw_RNA	-0.945555509900081	0.425724318282925	72	18	0.0309926983170344	0.095169153356698	bacteria
COG1737	Tw_RNA	Tw_RNA	0.838589516696123	0.377975782450675	72	65	0.0310251004114543	0.095169153356698	bacteria
3Q3J7	Tw_RNA	Tw_RNA	-1.91681180772979	0.861103692271921	72	16	0.0310013597396269	0.095169153356698	fungi
COG0126	Tw_RNA	Tw_RNA	-0.477531216587845	0.21499712164964	72	72	0.0310914002675363	0.095169153356698	bacteria
COG1087	Tw_RNA	Tw_RNA	-1.09732249976994	0.49840007980593	72	45	0.0310833569943867	0.095169153356698	bacteria
COG1007	Tw_RNA	Tw_RNA	-1.53992873399249	0.692062236943025	72	40	0.031140483742229	0.095169153356698	bacteria
COG0255	Tw_RNA	Tw_RNA	-0.438468040012016	0.196868995863837	72	41	0.031181317435809	0.095169153356698	bacteria
COG0258	Tw_RNA	Tw_RNA	0.923153863503921	0.419581967586712	72	29	0.0311954681872009	0.095169153356698	bacteria
COG1055	Tw_RNA	Tw_RNA	1.09887147703417	0.494724930125961	72	57	0.0312499482187009	0.09517958084911515	bacteria
COG0625	Tw_RNA	Tw_RNA	-1.42635881039142	0.645653313192864	72	38	0.0319488121025503	0.09714940580612359	bacteria
COG1051	Tw_RNA	Tw_RNA	-1.09185956318227	0.495018157556543	72	54	0.0323234310676391	0.09812846174280014	bacteria
COG0336	Tw_RNA	Tw_RNA	0.952670968882034	0.431292507286786	72	64	0.0328278513956006	0.0994977479697553	bacteria
COG1368	Tw_RNA	Tw_RNA	1.05841175357108	0.482794642332815	72	52	0.0331033476234524	0.10016987008135596	bacteria
COG2723	Tw_RNA	Tw_RNA	1.08758754085576	0.494539059600133	72	43	0.0332816145885092	0.10054607713611208	bacteria
COG1696	Tw_RNA	Tw_RNA	0.987824719599438	0.455140126099305	72	35	0.0334742532244752	0.1009644142563459	bacteria
COG0428	Tw_RNA	Tw_RNA	0.854761501936879	0.389682951822455	72	47	0.0336708059112556	0.10139318613664045	bacteria
33C2Q	Tw_RNA	Tw_RNA	-1.2021558757986	0.55501351921927	72	6	0.0338212569000211	0.10168197235748279	bacteria
3057D	Tw_RNA	Tw_RNA	-1.04059198994152	0.481106259224359	72	10	0.0340669886150305	0.1022558241198339	bacteria
COG0152	Tw_RNA	Tw_RNA	0.951650774276698	0.440825956310474	72	56	0.0343986573822738	0.10304555044080682	bacteria
3NWIH	Tw_RNA	Tw_RNA	-1.88591575784988	0.865797507390681	72	19	0.0344406533930379	0.10304555044080682	fungi
COG4112	Tw_RNA	Tw_RNA	-0.959944838411964	0.443432690537936	72	17	0.0353763629165127	0.10567554563522384	bacteria
COG0366	Tw_RNA	Tw_RNA	0.715571497221523	0.333996487673416	72	69	0.0357402194791536	0.10627102225889466	bacteria
COG1179	Tw_RNA	Tw_RNA	0.923177090979504	0.430905361118244	72	30	0.0357435195569981	0.10627102225889466	bacteria
3NX3C	Tw_RNA	Tw_RNA	-1.9061511744453	0.881203859962192	72	18	0.0357467440752827	0.10627102225889466	fungi
COG1754	Tw_RNA	Tw_RNA	1.12565699403797	0.520319060495258	72	42	0.0358293855444593	0.10634709339947793	bacteria
COG2738	Tw_RNA	Tw_RNA	-0.942888113249288	0.4410907856245	72	39	0.036144949827315	0.10711317405105748	bacteria
COG1854	Tw_RNA	Tw_RNA	0.936102294053561	0.435709595585779	72	50	0.0365740538797156	0.10821275624093632	bacteria
COG1160	Tw_RNA	Tw_RNA	0.796448155053089	0.37407946470021203	72	69	0.0368712644332486	0.10891923439552359	bacteria
3051Q	Tw_RNA	Tw_RNA	-0.878213446033786	0.409732128953358	72	39	0.037119680784218	0.10947956484459233	bacteria
COG3677	Tw_RNA	Tw_RNA	-1.56660998968977	0.730679227244571	72	49	0.0372144280841146	0.10958561445306415	bacteria
COG0552	Tw_RNA	Tw_RNA	0.7967702627042	0.37219512538089	72	68	0.0373689392752476	0.10983813715286551	bacteria
COG4767	Tw_RNA	Tw_RNA	-1.21193794369197	0.566361691076375	72	33	0.0374180349206382	0.10983813715286551	bacteria
COG0388	Tw_RNA	Tw_RNA	0.981249532880104	0.458858508128168	72	57	0.037551283673838	0.1100559634717516	bacteria
COG0289	Tw_RNA	Tw_RNA	-0.523461627220164	0.244741125972908	72	69	0.0376225818182307	0.11009182497516802	bacteria
COG1523	Tw_RNA	Tw_RNA	-1.27687442853068	0.605399480959894	72	46	0.0386171656278316	0.11282507324495002	bacteria
COG1466	Tw_RNA	Tw_RNA	0.993372858438201	0.468104531820375	72	44	0.0391349054913366	0.11415878534562038	bacteria
COG0036	Tw_RNA	Tw_RNA	0.993514959044556	0.474488406933201	72	53	0.0400027149966063	0.11650790742761585	bacteria
325R7	Tw_RNA	Tw_RNA	-1.44959393508558	0.692764318269766	72	15	0.0401306877832688	0.11669828709518415	bacteria
2ZF80	Tw_RNA	Tw_RNA	-1.01577575541182	0.483407889734607	72	5	0.0406622903482575	0.11805998319182552	bacteria
COG2391	Tw_RNA	Tw_RNA	1.10564182674862	0.522184865875713	72	45	0.0407587012544295	0.11815586180133218	bacteria
3NUYW	Tw_RNA	Tw_RNA	-1.74318804813762	0.829942069187708	72	20	0.0412201595173117	0.1193080393482438	fungi
3NU5Z	Tw_RNA	Tw_RNA	-1.86659076227742	0.888741477175562	72	18	0.0413633358153784	0.11945018228331727	fungi
COG0175	Tw_RNA	Tw_RNA	0.935901698174357	0.45044972361317	72	57	0.0415150119109592	0.11945018228331727	bacteria
3NY0G	Tw_RNA	Tw_RNA	-1.96211863213669	0.936252409764947	72	14	0.0415058971140631	0.11945018228331727	fungi
COG1544	Tw_RNA	Tw_RNA	-0.474035087977128	0.226374132760742	72	69	0.0415635102329298	0.11945018228331727	bacteria
COG0072	Tw_RNA	Tw_RNA	0.983336215210317	0.467528674276207	72	41	0.0416320796218362	0.11945018228331727	bacteria
COG3711	Tw_RNA	Tw_RNA	1.11321336524896	0.531869440388678	72	52	0.0416537652811997	0.11945018228331727	bacteria
3044Z	Tw_RNA	Tw_RNA	-0.904938303336046	0.432533923718643	72	17	0.0418657796003249	0.11987375295699788	bacteria
COG0703	Tw_RNA	Tw_RNA	0.841916899976296	0.40303375574783	72	49	0.0421958509819892	0.12063353716323293	bacteria
COG1105	Tw_RNA	Tw_RNA	0.946534644680308	0.455422916331884	72	59	0.0432520693650864	0.12335679866080233	bacteria
COG1061	Tw_RNA	Tw_RNA	-1.01491680515943	0.492966327782519	72	56	0.0433471799081358	0.12335679866080233	bacteria
3NW6K	Tw_RNA	Tw_RNA	-1.78139149809047	0.856576203489747	72	19	0.0433576831903153	0.12335679866080233	fungi
32RUD	Tw_RNA	Tw_RNA	0.890198829621032	0.428361071101306	72	23	0.0434131222754755	0.12335679866080233	bacteria
348PH	Tw_RNA	Tw_RNA	-0.853738667527222	0.411357229850147	72	2	0.0435474084237399	0.1235500293787689	bacteria
COG0148	Tw_RNA	Tw_RNA	-0.364523710460004	0.174937966629923	72	72	0.0436548246481002	0.1236665549301805	bacteria
COG4814	Tw_RNA	Tw_RNA	-0.995441124308299	0.485458349719811	72	4	0.0441708928298498	0.12475775197953766	bacteria
COG1826	Tw_RNA	Tw_RNA	-0.840826564447119	0.406107514904711	72	52	0.0441738821386775	0.12475775197953766	bacteria
COG2151	Tw_RNA	Tw_RNA	-0.383089866889396	0.185523467328227	72	60	0.0445019735709068	0.12549421896546184	bacteria
305CC	Tw_RNA	Tw_RNA	-0.811766787773637	0.393284006120508	72	3	0.0448142642285786	0.12618397057714578	bacteria
COG0315	Tw_RNA	Tw_RNA	0.851100791710289	0.413014409965032	72	40	0.0449039890590507	0.12624590589150905	bacteria
COG4399	Tw_RNA	Tw_RNA	0.89668439170382	0.435962423774329	72	28	0.0451232824319314	0.1266713832125303	bacteria
COG0261	Tw_RNA	Tw_RNA	-0.359807441705906	0.174954942839835	72	52	0.045424179132758	0.1270787780737713	bacteria
COG2884	Tw_RNA	Tw_RNA	-1.16294163860232	0.566818698315884	72	36	0.0454237787957314	0.1270787780737713	bacteria
COG0306	Tw_RNA	Tw_RNA	0.762428338015618	0.3716486747369	72	68	0.045472931853651	0.1270787780737713	bacteria
COG0398	Tw_RNA	Tw_RNA	0.686734618462716	0.337172118868915	72	15	0.0455711478721033	0.127162604241917	bacteria
COG0806	Tw_RNA	Tw_RNA	-0.708467561160682	0.345777605445908	72	56	0.0457265074919421	0.12737177140066097	bacteria
COG1461	Tw_RNA	Tw_RNA	0.502775403822252	0.245752958256448	72	71	0.0458624138686068	0.12737177140066097	bacteria
33GHC	Tw_RNA	Tw_RNA	-0.822843224624308	0.400556115485756	72	6	0.0458533193885619	0.12737177140066097	bacteria
3NVIS	Tw_RNA	Tw_RNA	-1.30390077989781	0.635963463263394	72	23	0.0459194368998091	0.12737177140066097	fungi
3NU6V	Tw_RNA	Tw_RNA	-1.81218522479139	0.884226165355349	72	17	0.0461594858164305	0.12765768777719058	fungi
3NXHG	Tw_RNA	Tw_RNA	-1.65564463926041	0.807207407899759	72	13	0.0461528020403766	0.12765768777719058	fungi
COG0668	Tw_RNA	Tw_RNA	0.948020501973968	0.466971926703899	72	63	0.0462560892126831	0.12773533376657972	bacteria
COG1005	Tw_RNA	Tw_RNA	-1.24852000092007	0.610115890742107	72	38	0.0463399066600006	0.12777749410390699	bacteria
